formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C31H54O5,[M + Na]+,C31H54NaO5+,Terpenoids,0.998,Triterpenoids,0.980,Ursane and Taraxastane triterpenoids,0.218,Lipids and lipid-like molecules,0.991,Prenol lipids,0.930,Triterpenoids,0.792,,,Triterpenoids,0.792,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,529.389,978,16.305,766944207616983432,766798202585634364,766798202585634363,2345,
1,C21H36O3,[M + H]+,C21H37O3+,Fatty acids,0.999,Glycerolipids,0.970,Monoacylglycerols,0.969,Lipids and lipid-like molecules,0.994,Fatty Acyls,0.976,Lineolic acids and derivatives,0.543,,,Lineolic acids and derivatives,0.543,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,337.274,979,16.316,766941996799334045,766798183484769893,766798183480575588,1515,
1,C38H53N3O3,[M + H]+,C38H54N3O3+,Alkaloids,0.553,Tryptophan alkaloids,0.464,Open-chain polyketides,0.081,Benzenoids,0.594,,,,,,,Benzenoids,0.594,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,600.416,979,16.317,766942018681018162,766798187108649309,766798187108649308,1669,
1,C34H69NO3,[M + H]+,C34H70NO3+,Fatty acids,1.000,Spingolipids,0.921,Ceramides,0.890,Lipids and lipid-like molecules,0.986,Sphingolipids,0.416,Ceramides,0.530,,,Ceramides,0.530,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,540.535,979,16.318,766941251572173791,766798141579471704,766798141579471703,113,
1,C19H34N4O5,[M + H]+,C19H35N4O5+,Amino acids and Peptides,0.554,Small peptides,0.267,Purine nucleosides,0.067,Organic acids and derivatives,0.991,Carboxylic acids and derivatives,0.981,"Amino acids, peptides, and analogues",0.625,Amino acids and derivatives,0.618,Amino acids and derivatives,0.618,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",399.259,979,16.320,766941262091488454,766798160961353103,766798160961353102,633,
1,C22H36N2O3,[M + K]+,C22H36KN2O3+,Terpenoids,0.258,Steroids,0.114,Pregnane steroids,0.075,Lipids and lipid-like molecules,0.825,Steroids and steroid derivatives,0.703,Oxosteroids,0.542,,,Oxosteroids,0.542,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,415.237,979,16.322,766941335168847280,766798157874344849,766798157874344848,533,
1,C54H87N5O13,[M + H]+,C54H88N5O13+,Amino acids and Peptides,0.809,Oligopeptides,0.985,Lipopeptides,0.532,Organic acids and derivatives,0.998,Peptidomimetics,0.566,Depsipeptides,0.480,Cyclic depsipeptides,0.519,Cyclic depsipeptides,0.519,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1014.636,979,16.322,766942477776953653,766798232834961337,766798232834961336,3682,
1,C19H38O4,[M + Na]+,C19H38NaO4+,Fatty acids,1.000,Glycerolipids,0.952,Monoacylglycerols,0.956,Lipids and lipid-like molecules,0.994,Glycerolipids,0.906,Monoradylglycerols,0.910,Monoacylglycerols,0.930,1-monoacylglycerols,0.659,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monoacylglycerols; Carboxylic acid esters; 1-monoacylglycerols; 2-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,353.266,979,16.323,766941534494757025,766798137045428625,766798137045428624,22,
1,C46H78O5,[M + H3N + H]+,C46H82NO5+,Fatty acids,1.000,Glycerolipids,1.000,Triacylglycerols,1.000,Lipids and lipid-like molecules,0.994,Glycerolipids,1.000,Triradylcglycerols,1.000,Triacylglycerols,0.999,Triacylglycerols,0.999,Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Triacylglycerols; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Triradylcglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,728.621,979,16.323,766941534977102030,766798160609031517,766798160609031516,623,
1,C53H82O17,[M + H]+,C53H83O17+,Terpenoids,0.881,Triterpenoids,0.720,Cycloartane triterpenoids,0.138,Lipids and lipid-like molecules,0.973,Prenol lipids,0.848,Triterpenoids,0.592,,,Triterpenoids,0.592,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxysteroids; Disaccharides; Triterpenoids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",991.560,979,16.324,766942139606997446,766798167101815249,766798167101815248,864,
1,C33H55NO6,[M + H]+,C33H56NO6+,Polyketides,0.214,Macrolides,0.648,Open-chain polyketides,0.169,Lipids and lipid-like molecules,0.588,,,,,,,Lipids and lipid-like molecules,0.588,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic cations; Organic salts; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,562.410,979,16.325,766942145957174200,766798240032388586,766798240032388585,4003,
1,C35H40O10,[M + H]+,C35H41O10+,Polyketides,0.624,Aromatic polyketides,0.358,Depsides and depsidones,0.340,Benzenoids,0.893,Naphthalenes,0.502,,,,,Naphthalenes,0.502,Organic compounds; Organoheterocyclic compounds; Naphthalenes; Ketones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,621.270,980,16.333,766941602501202390,766798170121714684,766798170121714683,980,
1,C51H82O17,[M + H]+,C51H83O17+,Terpenoids,0.793,Triterpenoids,0.744,Ursane and Taraxastane triterpenoids,0.102,Lipids and lipid-like molecules,0.955,Prenol lipids,0.808,Triterpenoids,0.760,,,Triterpenoids,0.760,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,967.559,980,16.336,766941936397161930,766798233732542583,766798233732542582,3721,
1,C19H36O3,[M + H]+,C19H37O3+,Fatty acids,0.999,Glycerolipids,0.993,Monoacylglycerols,0.975,Lipids and lipid-like molecules,0.988,Glycerolipids,0.961,Monoradylglycerols,0.828,Monoacylglycerols,0.859,1-monoacylglycerols,0.588,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Carbonyl compounds; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,313.274,980,16.341,766941938368484872,766798142628047819,766798142628047818,136,
1,C25H38O2,[M + Na]+,C25H38NaO2+,Terpenoids,0.954,Carotenoids (C40),0.415,Apocarotenoids (β-),0.278,Lipids and lipid-like molecules,0.874,Prenol lipids,0.689,,,,,Prenol lipids,0.689,Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,393.278,981,16.350,766942149790768187,766798169438043002,766798169438043001,954,
1,C16H27FN2O2,[M + K]+,C16H27FKN2O2+,Alkaloids,0.715,Histidine alkaloids,0.196,Imidazole alkaloids,0.197,Organohalogen compounds,0.998,Aryl halides,0.614,Aryl fluorides,0.673,,,Aryl fluorides,0.673,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,337.167,981,16.356,766942181147385382,766798166837574047,766798166837574046,853,
1,C23H22N4O2,[M + H]+,C23H23N4O2+,Alkaloids,0.905,Anthranilic acid alkaloids,0.857,Benzodiazepine alkaloids,0.536,Benzenoids,0.998,Benzene and substituted derivatives,0.895,,,,,Benzene and substituted derivatives,0.895,Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,387.182,981,16.358,766942163258678665,766798215214686383,766798215214686382,2892,
1,C24H54FN5O3,[M + H]+,C24H55FN5O3+,Alkaloids,0.369,Ornithine alkaloids,0.734,Polyamines,0.450,Organic acids and derivatives,0.953,Carboxylic acids and derivatives,0.785,"Amino acids, peptides, and analogues",0.771,Amino acids and derivatives,0.760,Amino acids and derivatives,0.760,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",480.426,984,16.402,766942826944374679,766798193668542160,766798193664347855,1961,
1,C28H57N3O6,[M + H]+,C28H58N3O6+,Amino acids and Peptides,0.880,Oligopeptides,0.694,Open-chain polyketides,0.500,Organic acids and derivatives,0.993,Carboxylic acids and derivatives,0.974,"Amino acids, peptides, and analogues",0.763,Amino acids and derivatives,0.744,Alpha amino acids and derivatives,0.561,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",532.436,984,16.404,766942022380394371,766798237729715185,766798237729715184,3902,
1,C29H57N5O3,[M + H]+,C29H58N5O3+,Amino acids and Peptides,0.844,Oligopeptides,0.447,Linear peptides,0.157,Organic acids and derivatives,0.992,Carboxylic acids and derivatives,0.974,"Amino acids, peptides, and analogues",0.902,Amino acids and derivatives,0.895,Alpha amino acid amides,0.590,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",524.452,984,16.407,766942028436969464,766798142749682650,766798142749682649,139,
1,C26H51N5O2,[M + H]+,C26H52N5O2+,Alkaloids,0.892,Pseudoalkaloids (transamidation),0.201,Imidazole alkaloids,0.084,Organic acids and derivatives,0.904,Carboxylic acids and derivatives,0.661,"Amino acids, peptides, and analogues",0.547,Amino acids and derivatives,0.547,Amino acids and derivatives,0.547,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",466.410,985,16.420,766954838189555265,766798235712254521,766798235712254520,3812,
1,C29H55N9O8,[M + K]+,C29H55KN9O8+,Amino acids and Peptides,0.998,Oligopeptides,0.983,Tripeptides,0.402,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.997,Peptides,0.959,Oligopeptides,0.752,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",696.379,986,16.435,766942142131968671,766798172348890528,766798172348890527,1064,
1,C24H41NO4,[M + H]+,C24H42NO4+,Amino acids and Peptides,0.291,Small peptides,0.119,Aminoacids,0.085,Organic acids and derivatives,0.964,Carboxylic acids and derivatives,0.897,"Amino acids, peptides, and analogues",0.596,Amino acids and derivatives,0.594,Amino acids and derivatives,0.594,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",408.308,987,16.448,766942828613707839,766798235036971422,766798235036971421,3781,
1,C26H49N2O2,[M + H]+,C26H50N2O2+,Fatty acids,0.693,Fatty amides,0.255,Open-chain polyketides,0.136,Lipids and lipid-like molecules,0.616,,,,,,,Lipids and lipid-like molecules,0.616,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,422.384,987,16.450,766942168677719532,766798144326741144,766798144322546839,177,
1,C35H62O5,[M + K]+,C35H62KO5+,Fatty acids,0.999,Glycerolipids,1.000,Diacylglycerols,0.999,Lipids and lipid-like molecules,0.996,Glycerolipids,0.992,Diradylglycerols,0.979,Diacylglycerols,0.989,"1,2-diacylglycerols",0.978,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",601.424,987,16.450,766942788654572985,766798174727061351,766798174727061350,1153,
1,C36H63N11O7,[M + Na]+,C36H63N11NaO7+,Amino acids and Peptides,0.985,Oligopeptides,0.998,Cyclic peptides,0.475,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.974,Peptides,0.601,Peptides,0.601,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",784.475,987,16.455,766942611877241466,766798211179765110,766798211179765109,2725,
1,C30H46O3,[M + H]+,C30H47O3+,Terpenoids,0.999,Triterpenoids,0.994,"Lanostane, Tirucallane and Euphane triterpenoids",0.909,Lipids and lipid-like molecules,0.997,Prenol lipids,0.896,Triterpenoids,0.877,,,Triterpenoids,0.877,"Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Bile acids, alcohols and derivatives; Triterpenoids; Carbonyl compounds; 3-oxosteroids; Medium-chain fatty acids; Steroid acids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities",455.352,987,16.457,766942240790388438,766798237838767114,766798237838767113,3907,
1,C55H82N14O11,[M + Na]+,C55H82N14NaO11+,Amino acids and Peptides,0.990,Oligopeptides,0.998,Cyclic peptides,0.719,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.995,Peptides,0.934,Oligopeptides,0.523,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",1137.617,988,16.463,766942757708997602,766798219132167179,766798219132167178,3067,
1,C30H44O2,[M + Na]+,C30H44NaO2+,Terpenoids,0.997,Carotenoids (C40),0.683,"Carotenoids (C40, β-β)",0.326,Lipids and lipid-like molecules,0.981,Prenol lipids,0.959,Tetraterpenoids,0.479,Carotenoids,0.484,Xanthophylls,0.586,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Xanthophylls; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,459.323,989,16.481,766958807926337128,766798236395926228,766798236395926227,3844,
1,C29H44O,[M + H]+,C29H45O+,Terpenoids,0.998,Apocarotenoids,0.544,Apocarotenoids (β-),0.674,Lipids and lipid-like molecules,0.990,Prenol lipids,0.950,,,,,Prenol lipids,0.950,Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,409.346,989,16.491,766943446170449715,766798236844716841,766798236844716840,3861,
1,C25H52N2O4,[M + H]+,C25H53N2O4+,Fatty acids,0.782,Fatty amides,0.505,Open-chain polyketides,0.089,Organic acids and derivatives,0.995,Carboxylic acids and derivatives,0.984,"Amino acids, peptides, and analogues",0.548,Amino acids and derivatives,0.543,Amino acids and derivatives,0.543,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",445.400,990,16.494,766944363536040848,766798138505046562,766798138505046561,51,
1,C20H28O4,[M + K]+,C20H28KO4+,Terpenoids,0.353,Diterpenoids,0.270,Erythromycins,0.056,Lipids and lipid-like molecules,0.767,Fatty Acyls,0.549,,,,,Fatty Acyls,0.549,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,371.163,990,16.496,766942765627843830,766798185305098209,766798185305098208,1593,
1,C36H73NO3,[M + H]+,C36H74NO3+,Fatty acids,1.000,Spingolipids,0.986,Ceramides,0.982,Lipids and lipid-like molecules,0.993,Sphingolipids,0.836,Ceramides,0.877,,,Ceramides,0.877,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,568.566,990,16.496,766942766663836959,766798211288817039,766798211288817038,2730,
1,C30H44O2,[M + H]+,C30H45O2+,Terpenoids,0.999,Apocarotenoids,0.637,Apocarotenoids (β-),0.537,Lipids and lipid-like molecules,0.990,Prenol lipids,0.979,,,,,Prenol lipids,0.979,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,437.341,990,16.498,766943542362618025,766798235871638108,766798235871638107,3820,
