SampleID,Host.genus,Species_final_nov24,Native.status,Native.status.fine,Otu,occurence,Phylum,Class,Order,Family,Genus,Database,likelihood.weight
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu352,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu764,5,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.95048229
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu197,5,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu197,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu18,2,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.962050431
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu18,2,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.962050431
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu422,2,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.955282604
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu422,5,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.955282604
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu797,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu739,1,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu178,1,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu178,1,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu159,3,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu159,5,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu244,1,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Albifimbria,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu908,1,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Tubulicrinis,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu448,1,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Achroiostachys,Tbas,0.999999998
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu537,9,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,0.999631429
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu537,2,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,0.999631429
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu537,1,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,0.999631429
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu337,1,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu731,4,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu453,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu181,5,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu855,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu868,2,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.985269011
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu87,5,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.986323103
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu440,2,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu202,4,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.977576128
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu131,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu326,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu82,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu345,2,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu562,2,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu112,3,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu334,1,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Sympoventuriaceae_gen_Incertae_sedis,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu90,10,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu800,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu156,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu398,3,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu207,3,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Tbas,0.999416201
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu854,2,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu781,1,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Unite,NA
144768,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu6,74,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144769,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu776,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Unite,NA
144770,Eragrostis,Eragrostis.lugens,Native,Native,Otu442,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144772,Eragrostis,Eragrostis.lugens,Native,Native,Otu442,4,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144770,Eragrostis,Eragrostis.lugens,Native,Native,Otu275,1,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Sistotremastrum,Unite,NA
144771,Eragrostis,Eragrostis.lugens,Native,Native,Otu767,2,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999981499
144771,Eragrostis,Eragrostis.lugens,Native,Native,Otu447,2,Ascomycota,Eurotiomycetes,Eurotiomycetes incertae sedis,.,Paracladophialophora,Tbas,0.999659317
144771,Eragrostis,Eragrostis.lugens,Native,Native,Otu296,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu223,5,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu223,1,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144772,Eragrostis,Eragrostis.lugens,Native,Native,Otu446,1,Chytridiomycota,Chytridiomycetes,Lobulomycetales,Lobulomycetaceae,Lobulomyces,Tbas,0.999781914
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu154,23,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu796,2,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu567,1,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu567,12,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu567,5,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu474,11,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu474,10,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu176,2,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu424,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu424,10,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu424,22,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu105,12,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu105,9,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu878,2,Ascomycota,Sordariomycetes,Amphisphaeriales,Pseudomassariaceae,Pseudomassaria,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu878,2,Ascomycota,Sordariomycetes,Amphisphaeriales,Pseudomassariaceae,Pseudomassaria,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu106,3,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu106,11,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu106,10,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu313,27,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu313,1,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu546,3,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu546,9,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu546,24,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu703,1,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999962887
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu703,15,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999962887
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu703,10,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999962887
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu98,1,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu98,17,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu98,16,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu710,2,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu710,1,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu663,3,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu663,4,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu200,1,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu200,2,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu200,1,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu413,1,Choanozoa,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Tbas,0.995395713
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu413,17,Choanozoa,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Tbas,0.995395713
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu413,22,Choanozoa,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Tbas,0.995395713
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu619,1,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu619,14,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu619,18,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu779,1,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu779,3,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu419,9,Choanozoa,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Tbas,0.999830176
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu419,8,Choanozoa,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Tbas,0.999830176
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu252,5,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu427,15,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Wojnowiciella,Tbas,0.974557026
144776,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu427,1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Wojnowiciella,Tbas,0.974557026
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu128,9,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu367,3,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu330,3,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu713,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu713,3,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu722,8,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Coronicium,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu711,3,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144776,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu819,1,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Unite,NA
144776,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu193,2,Basidiomycota,Exobasidiomycetes,Microstromatales,Microstromatales_fam_Incertae_sedis,Jaminaea,Unite,NA
144776,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu177,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unite,NA
144779,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu342,25,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,Tbas,1
144777,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu84,25,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleosporaceae_gen_Incertae_sedis,Unite,NA
144778,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu84,7,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleosporaceae_gen_Incertae_sedis,Unite,NA
144777,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu52,26,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum,Unite,NA
144777,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu180,1,Choanozoa,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Tbas,0.996480106
144778,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu72,1,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999980142
144779,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu72,1,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999980142
144781,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu72,1,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999980142
144778,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu60,1,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
144779,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu213,1,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
144779,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu160,1,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144781,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu813,1,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Modicella,Tbas,1
NA,NA,NA,NA,NA,Otu199,NA,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.995941833
NA,NA,NA,NA,NA,Otu209,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
NA,NA,NA,NA,NA,Otu104,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
NA,NA,NA,NA,NA,Otu173,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
NA,NA,NA,NA,NA,Otu450,NA,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Unite,NA
NA,NA,NA,NA,NA,Otu414,NA,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Unite,NA
NA,NA,NA,NA,NA,Otu43,NA,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.999420443
NA,NA,NA,NA,NA,Otu693,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
NA,NA,NA,NA,NA,Otu188,NA,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,Tbas,0.99996623
NA,NA,NA,NA,NA,Otu30,NA,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
NA,NA,NA,NA,NA,Otu358,NA,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora,Unite,NA
NA,NA,NA,NA,NA,Otu93,NA,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999923938
NA,NA,NA,NA,NA,Otu360,NA,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Tbas,1
NA,NA,NA,NA,NA,Otu237,NA,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,Tbas,0.998394256
NA,NA,NA,NA,NA,Otu239,NA,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Unite,NA
NA,NA,NA,NA,NA,Otu276,NA,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Toxicocladosporium,Unite,NA
NA,NA,NA,NA,NA,Otu282,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Unite,NA
NA,NA,NA,NA,NA,Otu323,NA,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,0.999102169
NA,NA,NA,NA,NA,Otu371,NA,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unite,NA
NA,NA,NA,NA,NA,Otu405,NA,Basidiomycota,Ustilaginomycetes,Urocystidales,Urocystidaceae,Thecaphora,Tbas,0.952104877
NA,NA,NA,NA,NA,Otu324,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
NA,NA,NA,NA,NA,Otu231,NA,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
NA,NA,NA,NA,NA,Otu279,NA,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Pseudorobillardaceae,Pseudorobillarda,Unite,NA
NA,NA,NA,NA,NA,Otu341,NA,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Unite,NA
NA,NA,NA,NA,NA,Otu379,NA,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Unite,NA
NA,NA,NA,NA,NA,Otu261,NA,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Marasmiellus,Unite,NA
NA,NA,NA,NA,NA,Otu799,NA,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,Tbas,1
NA,NA,NA,NA,NA,Otu307,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
NA,NA,NA,NA,NA,Otu774,NA,Ascomycota,Sordariomycetes,Branch06,Branch06_fam_Incertae_sedis,Branch06_gen_Incertae_sedis,Unite,NA
NA,NA,NA,NA,NA,Otu852,NA,Choanozoa,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Tbas,0.998863736
NA,NA,NA,NA,NA,Otu174,NA,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,Tbas,0.999593894
NA,NA,NA,NA,NA,Otu203,NA,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Agrocybe,Unite,NA
NA,NA,NA,NA,NA,Otu328,NA,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Unite,NA
NA,NA,NA,NA,NA,Otu933,NA,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Niesslia,Unite,NA
NA,NA,NA,NA,NA,Otu58,NA,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phlebiopsis,Unite,NA
NA,NA,NA,NA,NA,Otu201,NA,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Unite,NA
NA,NA,NA,NA,NA,Otu394,NA,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,Unite,NA
NA,NA,NA,NA,NA,Otu849,NA,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS11,GS11_fam_Incertae_sedis,GS11_gen_Incertae_sedis,Unite,NA
NA,NA,NA,NA,NA,Otu215,NA,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
NA,NA,NA,NA,NA,Otu553,NA,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
NA,NA,NA,NA,NA,Otu281,NA,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,Tbas,0.966452117
NA,NA,NA,NA,NA,Otu617,NA,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,Tbas,1
NA,NA,NA,NA,NA,Otu823,NA,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Odontoefibula,Unite,NA
NA,NA,NA,NA,NA,Otu164,NA,Basidiomycota,Agaricomycetes,Polyporales,Polyporales_fam_Incertae_sedis,Diplomitoporus,Unite,NA
NA,NA,NA,NA,NA,Otu771,NA,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Tbas,1
NA,NA,NA,NA,NA,Otu778,NA,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Unite,NA
